province,year,week,ndvi_mean,lst_day_mean,lst_night_mean
24 Sánchez Ramírez,2019,36,,,
25 Santiago,2019,36,,,
26 Santiago Rodríguez,2019,36,,,
27 Valverde,2019,36,,,
28 Monseñor Nouel,2019,36,,,
29 Monte Plata,2019,36,,,
30 Hato Mayor,2019,36,,,
31 San José de Ocoa,2019,36,,,
32 Santo Domingo,2019,36,,,
01 Distrito Nacional,2019,37,,,
02 Azua,2019,37,,,
03 Baoruco,2019,37,,,
04 Barahona,2019,37,,,
05 Dajabón,2019,37,,,
06 Duarte,2019,37,,,
07 Elías Piña,2019,37,,,
08 El Seibo,2019,37,,,
09 Espaillat,2019,37,,,
10 Independencia,2019,37,,,
11 La Altagracia,2019,37,,,
12 La Romana,2019,37,,,
13 La Vega,2019,37,,,
14 María Trinidad Sánchez,2019,37,,,
15 Monte Cristi,2019,37,,,
16 Pedernales,2019,37,,,
17 Peravia,2019,37,,,
18 Puerto Plata,2019,37,,,
19 Hermanas Mirabal,2019,37,,,
20 Samaná,2019,37,,,
21 San Cristóbal,2019,37,,,
22 San Juan,2019,37,,,
23 San Pedro de Macorís,2019,37,,,
24 Sánchez Ramírez,2019,37,,,
25 Santiago,2019,37,,,
26 Santiago Rodríguez,2019,37,,,
27 Valverde,2019,37,,,
28 Monseñor Nouel,2019,37,,,
29 Monte Plata,2019,37,,,
30 Hato Mayor,2019,37,,,
31 San José de Ocoa,2019,37,,,
32 Santo Domingo,2019,37,,,
01 Distrito Nacional,2019,38,,,
02 Azua,2019,38,,,
03 Baoruco,2019,38,,,
04 Barahona,2019,38,,,
05 Dajabón,2019,38,,,
06 Duarte,2019,38,,,
07 Elías Piña,2019,38,,,
08 El Seibo,2019,38,,,
09 Espaillat,2019,38,,,
10 Independencia,2019,38,,,
11 La Altagracia,2019,38,,,
12 La Romana,2019,38,,,
13 La Vega,2019,38,,,
14 María Trinidad Sánchez,2019,38,,,
15 Monte Cristi,2019,38,,,
16 Pedernales,2019,38,,,
17 Peravia,2019,38,,,
18 Puerto Plata,2019,38,,,
19 Hermanas Mirabal,2019,38,,,
20 Samaná,2019,38,,,
21 San Cristóbal,2019,38,,,
22 San Juan,2019,38,,,
23 San Pedro de Macorís,2019,38,,,
24 Sánchez Ramírez,2019,38,,,
25 Santiago,2019,38,,,
26 Santiago Rodríguez,2019,38,,,
27 Valverde,2019,38,,,
28 Monseñor Nouel,2019,38,,,
29 Monte Plata,2019,38,,,
30 Hato Mayor,2019,38,,,
31 San José de Ocoa,2019,38,,,
32 Santo Domingo,2019,38,,,
01 Distrito Nacional,2019,39,,,
02 Azua,2019,39,,,
03 Baoruco,2019,39,,,
04 Barahona,2019,39,,,
05 Dajabón,2019,39,,,
06 Duarte,2019,39,,,
07 Elías Piña,2019,39,,,
08 El Seibo,2019,39,,,
09 Espaillat,2019,39,,,
10 Independencia,2019,39,,,
11 La Altagracia,2019,39,,,
12 La Romana,2019,39,,,
13 La Vega,2019,39,,,
14 María Trinidad Sánchez,2019,39,,,
15 Monte Cristi,2019,39,,,
16 Pedernales,2019,39,,,
17 Peravia,2019,39,,,
18 Puerto Plata,2019,39,,,
19 Hermanas Mirabal,2019,39,,,
20 Samaná,2019,39,,,
21 San Cristóbal,2019,39,,,
22 San Juan,2019,39,,,
23 San Pedro de Macorís,2019,39,,,
24 Sánchez Ramírez,2019,39,,,
25 Santiago,2019,39,,,
26 Santiago Rodríguez,2019,39,,,
27 Valverde,2019,39,,,
28 Monseñor Nouel,2019,39,,,
29 Monte Plata,2019,39,,,
30 Hato Mayor,2019,39,,,
31 San José de Ocoa,2019,39,,,
32 Santo Domingo,2019,39,,,
01 Distrito Nacional,2019,40,,,
02 Azua,2019,40,,,
03 Baoruco,2019,40,,,
04 Barahona,2019,40,,,
05 Dajabón,2019,40,,,
06 Duarte,2019,40,,,
07 Elías Piña,2019,40,,,
08 El Seibo,2019,40,,,
09 Espaillat,2019,40,,,
10 Independencia,2019,40,,,
11 La Altagracia,2019,40,,,
12 La Romana,2019,40,,,
13 La Vega,2019,40,,,
14 María Trinidad Sánchez,2019,40,,,
15 Monte Cristi,2019,40,,,
16 Pedernales,2019,40,,,
17 Peravia,2019,40,,,
18 Puerto Plata,2019,40,,,
19 Hermanas Mirabal,2019,40,,,
20 Samaná,2019,40,,,
21 San Cristóbal,2019,40,,,
22 San Juan,2019,40,,,
23 San Pedro de Macorís,2019,40,,,
24 Sánchez Ramírez,2019,40,,,
25 Santiago,2019,40,,,
26 Santiago Rodríguez,2019,40,,,
27 Valverde,2019,40,,,
28 Monseñor Nouel,2019,40,,,
29 Monte Plata,2019,40,,,
30 Hato Mayor,2019,40,,,
31 San José de Ocoa,2019,40,,,
32 Santo Domingo,2019,40,,,
01 Distrito Nacional,2019,41,,,
02 Azua,2019,41,,,
03 Baoruco,2019,41,,,
04 Barahona,2019,41,,,
05 Dajabón,2019,41,,,
06 Duarte,2019,41,,,
07 Elías Piña,2019,41,,,
08 El Seibo,2019,41,,,
09 Espaillat,2019,41,,,
10 Independencia,2019,41,,,
11 La Altagracia,2019,41,,,
12 La Romana,2019,41,,,
13 La Vega,2019,41,,,
14 María Trinidad Sánchez,2019,41,,,
15 Monte Cristi,2019,41,,,
16 Pedernales,2019,41,,,
17 Peravia,2019,41,,,
18 Puerto Plata,2019,41,,,
19 Hermanas Mirabal,2019,41,,,
20 Samaná,2019,41,,,
21 San Cristóbal,2019,41,,,
22 San Juan,2019,41,,,
23 San Pedro de Macorís,2019,41,,,
24 Sánchez Ramírez,2019,41,,,
25 Santiago,2019,41,,,
26 Santiago Rodríguez,2019,41,,,
27 Valverde,2019,41,,,
28 Monseñor Nouel,2019,41,,,
29 Monte Plata,2019,41,,,
30 Hato Mayor,2019,41,,,
31 San José de Ocoa,2019,41,,,
32 Santo Domingo,2019,41,,,
01 Distrito Nacional,2019,42,,,
02 Azua,2019,42,,,
03 Baoruco,2019,42,,,
04 Barahona,2019,42,,,
05 Dajabón,2019,42,,,
06 Duarte,2019,42,,,
07 Elías Piña,2019,42,,,
08 El Seibo,2019,42,,,
09 Espaillat,2019,42,,,
10 Independencia,2019,42,,,
11 La Altagracia,2019,42,,,
12 La Romana,2019,42,,,
13 La Vega,2019,42,,,
14 María Trinidad Sánchez,2019,42,,,
15 Monte Cristi,2019,42,,,
16 Pedernales,2019,42,,,
17 Peravia,2019,42,,,
18 Puerto Plata,2019,42,,,
19 Hermanas Mirabal,2019,42,,,
20 Samaná,2019,42,,,
21 San Cristóbal,2019,42,,,
22 San Juan,2019,42,,,
23 San Pedro de Macorís,2019,42,,,
24 Sánchez Ramírez,2019,42,,,
25 Santiago,2019,42,,,
26 Santiago Rodríguez,2019,42,,,
27 Valverde,2019,42,,,
28 Monseñor Nouel,2019,42,,,
29 Monte Plata,2019,42,,,
30 Hato Mayor,2019,42,,,
31 San José de Ocoa,2019,42,,,
32 Santo Domingo,2019,42,,,
01 Distrito Nacional,2019,43,,,
02 Azua,2019,43,,,
03 Baoruco,2019,43,,,
04 Barahona,2019,43,,,
05 Dajabón,2019,43,,,
06 Duarte,2019,43,,,
07 Elías Piña,2019,43,,,
08 El Seibo,2019,43,,,
09 Espaillat,2019,43,,,
10 Independencia,2019,43,,,
11 La Altagracia,2019,43,,,
12 La Romana,2019,43,,,
13 La Vega,2019,43,,,
14 María Trinidad Sánchez,2019,43,,,
15 Monte Cristi,2019,43,,,
16 Pedernales,2019,43,,,
17 Peravia,2019,43,,,
18 Puerto Plata,2019,43,,,
19 Hermanas Mirabal,2019,43,,,
20 Samaná,2019,43,,,
21 San Cristóbal,2019,43,,,
22 San Juan,2019,43,,,
23 San Pedro de Macorís,2019,43,,,
24 Sánchez Ramírez,2019,43,,,
25 Santiago,2019,43,,,
26 Santiago Rodríguez,2019,43,,,
27 Valverde,2019,43,,,
28 Monseñor Nouel,2019,43,,,
29 Monte Plata,2019,43,,,
30 Hato Mayor,2019,43,,,
31 San José de Ocoa,2019,43,,,
32 Santo Domingo,2019,43,,,
01 Distrito Nacional,2019,44,,,
02 Azua,2019,44,,,
03 Baoruco,2019,44,,,
04 Barahona,2019,44,,,
05 Dajabón,2019,44,,,
06 Duarte,2019,44,,,
07 Elías Piña,2019,44,,,
08 El Seibo,2019,44,,,
09 Espaillat,2019,44,,,
10 Independencia,2019,44,,,
11 La Altagracia,2019,44,,,
12 La Romana,2019,44,,,
13 La Vega,2019,44,,,
14 María Trinidad Sánchez,2019,44,,,
15 Monte Cristi,2019,44,,,
16 Pedernales,2019,44,,,
17 Peravia,2019,44,,,
18 Puerto Plata,2019,44,,,
19 Hermanas Mirabal,2019,44,,,
20 Samaná,2019,44,,,
21 San Cristóbal,2019,44,,,
22 San Juan,2019,44,,,
23 San Pedro de Macorís,2019,44,,,
24 Sánchez Ramírez,2019,44,,,
25 Santiago,2019,44,,,
26 Santiago Rodríguez,2019,44,,,
27 Valverde,2019,44,,,
28 Monseñor Nouel,2019,44,,,
29 Monte Plata,2019,44,,,
30 Hato Mayor,2019,44,,,
31 San José de Ocoa,2019,44,,,
32 Santo Domingo,2019,44,,,
01 Distrito Nacional,2019,45,,,
02 Azua,2019,45,,,
03 Baoruco,2019,45,,,
04 Barahona,2019,45,,,
05 Dajabón,2019,45,,,
06 Duarte,2019,45,,,
07 Elías Piña,2019,45,,,
08 El Seibo,2019,45,,,
09 Espaillat,2019,45,,,
10 Independencia,2019,45,,,
11 La Altagracia,2019,45,,,
12 La Romana,2019,45,,,
13 La Vega,2019,45,,,
14 María Trinidad Sánchez,2019,45,,,
15 Monte Cristi,2019,45,,,
16 Pedernales,2019,45,,,
17 Peravia,2019,45,,,
18 Puerto Plata,2019,45,,,
19 Hermanas Mirabal,2019,45,,,
20 Samaná,2019,45,,,
21 San Cristóbal,2019,45,,,
22 San Juan,2019,45,,,
23 San Pedro de Macorís,2019,45,,,
24 Sánchez Ramírez,2019,45,,,
25 Santiago,2019,45,,,
26 Santiago Rodríguez,2019,45,,,
27 Valverde,2019,45,,,
28 Monseñor Nouel,2019,45,,,
29 Monte Plata,2019,45,,,
30 Hato Mayor,2019,45,,,
31 San José de Ocoa,2019,45,,,
32 Santo Domingo,2019,45,,,
01 Distrito Nacional,2019,46,,,
02 Azua,2019,46,,,
03 Baoruco,2019,46,,,
04 Barahona,2019,46,,,
05 Dajabón,2019,46,,,
06 Duarte,2019,46,,,
07 Elías Piña,2019,46,,,
08 El Seibo,2019,46,,,
09 Espaillat,2019,46,,,
10 Independencia,2019,46,,,
11 La Altagracia,2019,46,,,
12 La Romana,2019,46,,,
13 La Vega,2019,46,,,
14 María Trinidad Sánchez,2019,46,,,
15 Monte Cristi,2019,46,,,
16 Pedernales,2019,46,,,
17 Peravia,2019,46,,,
18 Puerto Plata,2019,46,,,
19 Hermanas Mirabal,2019,46,,,
20 Samaná,2019,46,,,
21 San Cristóbal,2019,46,,,
22 San Juan,2019,46,,,
23 San Pedro de Macorís,2019,46,,,
24 Sánchez Ramírez,2019,46,,,
25 Santiago,2019,46,,,
26 Santiago Rodríguez,2019,46,,,
27 Valverde,2019,46,,,
28 Monseñor Nouel,2019,46,,,
29 Monte Plata,2019,46,,,
30 Hato Mayor,2019,46,,,
31 San José de Ocoa,2019,46,,,
32 Santo Domingo,2019,46,,,
01 Distrito Nacional,2019,47,,,
02 Azua,2019,47,,,
03 Baoruco,2019,47,,,
04 Barahona,2019,47,,,
05 Dajabón,2019,47,,,
06 Duarte,2019,47,,,
07 Elías Piña,2019,47,,,
08 El Seibo,2019,47,,,
09 Espaillat,2019,47,,,
10 Independencia,2019,47,,,
11 La Altagracia,2019,47,,,
12 La Romana,2019,47,,,
13 La Vega,2019,47,,,
14 María Trinidad Sánchez,2019,47,,,
15 Monte Cristi,2019,47,,,
16 Pedernales,2019,47,,,
17 Peravia,2019,47,,,
18 Puerto Plata,2019,47,,,
19 Hermanas Mirabal,2019,47,,,
20 Samaná,2019,47,,,
21 San Cristóbal,2019,47,,,
22 San Juan,2019,47,,,
23 San Pedro de Macorís,2019,47,,,
24 Sánchez Ramírez,2019,47,,,
25 Santiago,2019,47,,,
26 Santiago Rodríguez,2019,47,,,
27 Valverde,2019,47,,,
28 Monseñor Nouel,2019,47,,,
29 Monte Plata,2019,47,,,
30 Hato Mayor,2019,47,,,
31 San José de Ocoa,2019,47,,,
32 Santo Domingo,2019,47,,,
01 Distrito Nacional,2019,48,,,
02 Azua,2019,48,,,
03 Baoruco,2019,48,,,
04 Barahona,2019,48,,,
05 Dajabón,2019,48,,,
06 Duarte,2019,48,,,
07 Elías Piña,2019,48,,,
08 El Seibo,2019,48,,,
09 Espaillat,2019,48,,,
10 Independencia,2019,48,,,
11 La Altagracia,2019,48,,,
12 La Romana,2019,48,,,
13 La Vega,2019,48,,,
14 María Trinidad Sánchez,2019,48,,,
15 Monte Cristi,2019,48,,,
16 Pedernales,2019,48,,,
17 Peravia,2019,48,,,
18 Puerto Plata,2019,48,,,
19 Hermanas Mirabal,2019,48,,,
20 Samaná,2019,48,,,
21 San Cristóbal,2019,48,,,
22 San Juan,2019,48,,,
23 San Pedro de Macorís,2019,48,,,
24 Sánchez Ramírez,2019,48,,,
25 Santiago,2019,48,,,
26 Santiago Rodríguez,2019,48,,,
27 Valverde,2019,48,,,
28 Monseñor Nouel,2019,48,,,
29 Monte Plata,2019,48,,,
30 Hato Mayor,2019,48,,,
31 San José de Ocoa,2019,48,,,
32 Santo Domingo,2019,48,,,
01 Distrito Nacional,2019,49,,,
02 Azua,2019,49,,,
03 Baoruco,2019,49,,,
04 Barahona,2019,49,,,
05 Dajabón,2019,49,,,
06 Duarte,2019,49,,,
07 Elías Piña,2019,49,,,
08 El Seibo,2019,49,,,
09 Espaillat,2019,49,,,
10 Independencia,2019,49,,,
11 La Altagracia,2019,49,,,
12 La Romana,2019,49,,,
13 La Vega,2019,49,,,
14 María Trinidad Sánchez,2019,49,,,
15 Monte Cristi,2019,49,,,
16 Pedernales,2019,49,,,
17 Peravia,2019,49,,,
18 Puerto Plata,2019,49,,,
19 Hermanas Mirabal,2019,49,,,
20 Samaná,2019,49,,,
21 San Cristóbal,2019,49,,,
22 San Juan,2019,49,,,
23 San Pedro de Macorís,2019,49,,,
24 Sánchez Ramírez,2019,49,,,
25 Santiago,2019,49,,,
26 Santiago Rodríguez,2019,49,,,
27 Valverde,2019,49,,,
28 Monseñor Nouel,2019,49,,,
29 Monte Plata,2019,49,,,
30 Hato Mayor,2019,49,,,
31 San José de Ocoa,2019,49,,,
32 Santo Domingo,2019,49,,,
01 Distrito Nacional,2019,50,,,
02 Azua,2019,50,,,
03 Baoruco,2019,50,,,
04 Barahona,2019,50,,,
05 Dajabón,2019,50,,,
06 Duarte,2019,50,,,
07 Elías Piña,2019,50,,,
08 El Seibo,2019,50,,,
09 Espaillat,2019,50,,,
10 Independencia,2019,50,,,
11 La Altagracia,2019,50,,,
12 La Romana,2019,50,,,
13 La Vega,2019,50,,,
14 María Trinidad Sánchez,2019,50,,,
15 Monte Cristi,2019,50,,,
16 Pedernales,2019,50,,,
17 Peravia,2019,50,,,
18 Puerto Plata,2019,50,,,
19 Hermanas Mirabal,2019,50,,,
20 Samaná,2019,50,,,
21 San Cristóbal,2019,50,,,
22 San Juan,2019,50,,,
23 San Pedro de Macorís,2019,50,,,
24 Sánchez Ramírez,2019,50,,,
25 Santiago,2019,50,,,
26 Santiago Rodríguez,2019,50,,,
27 Valverde,2019,50,,,
28 Monseñor Nouel,2019,50,,,
29 Monte Plata,2019,50,,,
30 Hato Mayor,2019,50,,,
31 San José de Ocoa,2019,50,,,
32 Santo Domingo,2019,50,,,
01 Distrito Nacional,2019,51,,,
02 Azua,2019,51,,,
03 Baoruco,2019,51,,,
04 Barahona,2019,51,,,
05 Dajabón,2019,51,,,
06 Duarte,2019,51,,,
07 Elías Piña,2019,51,,,
08 El Seibo,2019,51,,,
09 Espaillat,2019,51,,,
10 Independencia,2019,51,,,
11 La Altagracia,2019,51,,,
12 La Romana,2019,51,,,
13 La Vega,2019,51,,,
14 María Trinidad Sánchez,2019,51,,,
15 Monte Cristi,2019,51,,,
16 Pedernales,2019,51,,,
17 Peravia,2019,51,,,
18 Puerto Plata,2019,51,,,
19 Hermanas Mirabal,2019,51,,,
20 Samaná,2019,51,,,
21 San Cristóbal,2019,51,,,
22 San Juan,2019,51,,,
23 San Pedro de Macorís,2019,51,,,
24 Sánchez Ramírez,2019,51,,,
25 Santiago,2019,51,,,
26 Santiago Rodríguez,2019,51,,,
27 Valverde,2019,51,,,
28 Monseñor Nouel,2019,51,,,
29 Monte Plata,2019,51,,,
30 Hato Mayor,2019,51,,,
31 San José de Ocoa,2019,51,,,
32 Santo Domingo,2019,51,,,
01 Distrito Nacional,2019,52,,,
02 Azua,2019,52,,,
03 Baoruco,2019,52,,,
04 Barahona,2019,52,,,
05 Dajabón,2019,52,,,
06 Duarte,2019,52,,,
07 Elías Piña,2019,52,,,
08 El Seibo,2019,52,,,
09 Espaillat,2019,52,,,
10 Independencia,2019,52,,,
11 La Altagracia,2019,52,,,
12 La Romana,2019,52,,,
13 La Vega,2019,52,,,
14 María Trinidad Sánchez,2019,52,,,
15 Monte Cristi,2019,52,,,
16 Pedernales,2019,52,,,
17 Peravia,2019,52,,,
18 Puerto Plata,2019,52,,,
19 Hermanas Mirabal,2019,52,,,
20 Samaná,2019,52,,,
21 San Cristóbal,2019,52,,,
22 San Juan,2019,52,,,
23 San Pedro de Macorís,2019,52,,,
24 Sánchez Ramírez,2019,52,,,
25 Santiago,2019,52,,,
26 Santiago Rodríguez,2019,52,,,
27 Valverde,2019,52,,,
28 Monseñor Nouel,2019,52,,,
29 Monte Plata,2019,52,,,
30 Hato Mayor,2019,52,,,
31 San José de Ocoa,2019,52,,,
32 Santo Domingo,2019,52,,,
01 Distrito Nacional,2020,1,,,
02 Azua,2020,1,,,
03 Baoruco,2020,1,,,
04 Barahona,2020,1,,,
05 Dajabón,2020,1,,,
06 Duarte,2020,1,,,
07 Elías Piña,2020,1,,,
08 El Seibo,2020,1,,,
09 Espaillat,2020,1,,,
10 Independencia,2020,1,,,
11 La Altagracia,2020,1,,,
12 La Romana,2020,1,,,
13 La Vega,2020,1,,,
14 María Trinidad Sánchez,2020,1,,,
15 Monte Cristi,2020,1,,,
16 Pedernales,2020,1,,,
17 Peravia,2020,1,,,
18 Puerto Plata,2020,1,,,
19 Hermanas Mirabal,2020,1,,,
20 Samaná,2020,1,,,
21 San Cristóbal,2020,1,,,
22 San Juan,2020,1,,,
23 San Pedro de Macorís,2020,1,,,
24 Sánchez Ramírez,2020,1,,,
25 Santiago,2020,1,,,
26 Santiago Rodríguez,2020,1,,,
27 Valverde,2020,1,,,
28 Monseñor Nouel,2020,1,,,
29 Monte Plata,2020,1,,,
30 Hato Mayor,2020,1,,,
31 San José de Ocoa,2020,1,,,
32 Santo Domingo,2020,1,,,
01 Distrito Nacional,2020,2,,,
02 Azua,2020,2,,,
03 Baoruco,2020,2,,,
04 Barahona,2020,2,,,
05 Dajabón,2020,2,,,
06 Duarte,2020,2,,,
07 Elías Piña,2020,2,,,
08 El Seibo,2020,2,,,
09 Espaillat,2020,2,,,
10 Independencia,2020,2,,,
11 La Altagracia,2020,2,,,
12 La Romana,2020,2,,,
13 La Vega,2020,2,,,
14 María Trinidad Sánchez,2020,2,,,
15 Monte Cristi,2020,2,,,
16 Pedernales,2020,2,,,
17 Peravia,2020,2,,,
18 Puerto Plata,2020,2,,,
19 Hermanas Mirabal,2020,2,,,
20 Samaná,2020,2,,,
21 San Cristóbal,2020,2,,,
22 San Juan,2020,2,,,
23 San Pedro de Macorís,2020,2,,,
24 Sánchez Ramírez,2020,2,,,
25 Santiago,2020,2,,,
26 Santiago Rodríguez,2020,2,,,
27 Valverde,2020,2,,,
28 Monseñor Nouel,2020,2,,,
29 Monte Plata,2020,2,,,
30 Hato Mayor,2020,2,,,
31 San José de Ocoa,2020,2,,,
32 Santo Domingo,2020,2,,,
01 Distrito Nacional,2020,3,,,
02 Azua,2020,3,,,
03 Baoruco,2020,3,,,
04 Barahona,2020,3,,,
05 Dajabón,2020,3,,,
06 Duarte,2020,3,,,
07 Elías Piña,2020,3,,,
08 El Seibo,2020,3,,,
09 Espaillat,2020,3,,,
10 Independencia,2020,3,,,
11 La Altagracia,2020,3,,,
12 La Romana,2020,3,,,
13 La Vega,2020,3,,,
14 María Trinidad Sánchez,2020,3,,,
15 Monte Cristi,2020,3,,,
16 Pedernales,2020,3,,,
17 Peravia,2020,3,,,
18 Puerto Plata,2020,3,,,
19 Hermanas Mirabal,2020,3,,,
20 Samaná,2020,3,,,
21 San Cristóbal,2020,3,,,
22 San Juan,2020,3,,,
23 San Pedro de Macorís,2020,3,,,
24 Sánchez Ramírez,2020,3,,,
25 Santiago,2020,3,,,
26 Santiago Rodríguez,2020,3,,,
27 Valverde,2020,3,,,
28 Monseñor Nouel,2020,3,,,
29 Monte Plata,2020,3,,,
30 Hato Mayor,2020,3,,,
31 San José de Ocoa,2020,3,,,
32 Santo Domingo,2020,3,,,
01 Distrito Nacional,2020,4,,,
02 Azua,2020,4,,,
03 Baoruco,2020,4,,,
04 Barahona,2020,4,,,
05 Dajabón,2020,4,,,
06 Duarte,2020,4,,,
07 Elías Piña,2020,4,,,
08 El Seibo,2020,4,,,
09 Espaillat,2020,4,,,
10 Independencia,2020,4,,,
11 La Altagracia,2020,4,,,
12 La Romana,2020,4,,,
13 La Vega,2020,4,,,
14 María Trinidad Sánchez,2020,4,,,
15 Monte Cristi,2020,4,,,
16 Pedernales,2020,4,,,
17 Peravia,2020,4,,,
18 Puerto Plata,2020,4,,,
19 Hermanas Mirabal,2020,4,,,
20 Samaná,2020,4,,,
21 San Cristóbal,2020,4,,,
22 San Juan,2020,4,,,
23 San Pedro de Macorís,2020,4,,,
24 Sánchez Ramírez,2020,4,,,
25 Santiago,2020,4,,,
26 Santiago Rodríguez,2020,4,,,
27 Valverde,2020,4,,,
28 Monseñor Nouel,2020,4,,,
29 Monte Plata,2020,4,,,
30 Hato Mayor,2020,4,,,
31 San José de Ocoa,2020,4,,,
32 Santo Domingo,2020,4,,,
01 Distrito Nacional,2020,5,,,
02 Azua,2020,5,,,
03 Baoruco,2020,5,,,
04 Barahona,2020,5,,,
05 Dajabón,2020,5,,,
06 Duarte,2020,5,,,
07 Elías Piña,2020,5,,,
08 El Seibo,2020,5,,,
09 Espaillat,2020,5,,,
10 Independencia,2020,5,,,
11 La Altagracia,2020,5,,,
12 La Romana,2020,5,,,
13 La Vega,2020,5,,,
14 María Trinidad Sánchez,2020,5,,,
15 Monte Cristi,2020,5,,,
16 Pedernales,2020,5,,,
17 Peravia,2020,5,,,
18 Puerto Plata,2020,5,,,
19 Hermanas Mirabal,2020,5,,,
20 Samaná,2020,5,,,
21 San Cristóbal,2020,5,,,
22 San Juan,2020,5,,,
23 San Pedro de Macorís,2020,5,,,
24 Sánchez Ramírez,2020,5,,,
25 Santiago,2020,5,,,
26 Santiago Rodríguez,2020,5,,,
27 Valverde,2020,5,,,
28 Monseñor Nouel,2020,5,,,
29 Monte Plata,2020,5,,,
30 Hato Mayor,2020,5,,,
31 San José de Ocoa,2020,5,,,
32 Santo Domingo,2020,5,,,
01 Distrito Nacional,2020,6,,,
02 Azua,2020,6,,,
03 Baoruco,2020,6,,,
04 Barahona,2020,6,,,
05 Dajabón,2020,6,,,
06 Duarte,2020,6,,,
07 Elías Piña,2020,6,,,
08 El Seibo,2020,6,,,
09 Espaillat,2020,6,,,
10 Independencia,2020,6,,,
11 La Altagracia,2020,6,,,
12 La Romana,2020,6,,,
13 La Vega,2020,6,,,
14 María Trinidad Sánchez,2020,6,,,
15 Monte Cristi,2020,6,,,
16 Pedernales,2020,6,,,
17 Peravia,2020,6,,,
18 Puerto Plata,2020,6,,,
19 Hermanas Mirabal,2020,6,,,
20 Samaná,2020,6,,,
21 San Cristóbal,2020,6,,,
22 San Juan,2020,6,,,
23 San Pedro de Macorís,2020,6,,,
24 Sánchez Ramírez,2020,6,,,
25 Santiago,2020,6,,,
26 Santiago Rodríguez,2020,6,,,
27 Valverde,2020,6,,,
28 Monseñor Nouel,2020,6,,,
29 Monte Plata,2020,6,,,
30 Hato Mayor,2020,6,,,
31 San José de Ocoa,2020,6,,,
32 Santo Domingo,2020,6,,,
01 Distrito Nacional,2020,7,,,
02 Azua,2020,7,,,
03 Baoruco,2020,7,,,
04 Barahona,2020,7,,,
05 Dajabón,2020,7,,,
06 Duarte,2020,7,,,
07 Elías Piña,2020,7,,,
08 El Seibo,2020,7,,,
09 Espaillat,2020,7,,,
10 Independencia,2020,7,,,
11 La Altagracia,2020,7,,,
12 La Romana,2020,7,,,
13 La Vega,2020,7,,,
14 María Trinidad Sánchez,2020,7,,,
15 Monte Cristi,2020,7,,,
16 Pedernales,2020,7,,,
17 Peravia,2020,7,,,
18 Puerto Plata,2020,7,,,
19 Hermanas Mirabal,2020,7,,,
20 Samaná,2020,7,,,
21 San Cristóbal,2020,7,,,
22 San Juan,2020,7,,,
23 San Pedro de Macorís,2020,7,,,
24 Sánchez Ramírez,2020,7,,,
25 Santiago,2020,7,,,
26 Santiago Rodríguez,2020,7,,,
27 Valverde,2020,7,,,
28 Monseñor Nouel,2020,7,,,
29 Monte Plata,2020,7,,,
30 Hato Mayor,2020,7,,,
31 San José de Ocoa,2020,7,,,
32 Santo Domingo,2020,7,,,
01 Distrito Nacional,2020,8,,,
02 Azua,2020,8,,,
03 Baoruco,2020,8,,,
04 Barahona,2020,8,,,
05 Dajabón,2020,8,,,
06 Duarte,2020,8,,,
07 Elías Piña,2020,8,,,
08 El Seibo,2020,8,,,
09 Espaillat,2020,8,,,
10 Independencia,2020,8,,,
11 La Altagracia,2020,8,,,
12 La Romana,2020,8,,,
13 La Vega,2020,8,,,
14 María Trinidad Sánchez,2020,8,,,
15 Monte Cristi,2020,8,,,
16 Pedernales,2020,8,,,
17 Peravia,2020,8,,,
18 Puerto Plata,2020,8,,,
19 Hermanas Mirabal,2020,8,,,
20 Samaná,2020,8,,,
21 San Cristóbal,2020,8,,,
22 San Juan,2020,8,,,
23 San Pedro de Macorís,2020,8,,,
24 Sánchez Ramírez,2020,8,,,
25 Santiago,2020,8,,,
26 Santiago Rodríguez,2020,8,,,
27 Valverde,2020,8,,,
28 Monseñor Nouel,2020,8,,,
29 Monte Plata,2020,8,,,
30 Hato Mayor,2020,8,,,
31 San José de Ocoa,2020,8,,,
32 Santo Domingo,2020,8,,,
01 Distrito Nacional,2020,9,,,
02 Azua,2020,9,,,
03 Baoruco,2020,9,,,
04 Barahona,2020,9,,,
05 Dajabón,2020,9,,,
06 Duarte,2020,9,,,
07 Elías Piña,2020,9,,,
08 El Seibo,2020,9,,,
09 Espaillat,2020,9,,,
10 Independencia,2020,9,,,
11 La Altagracia,2020,9,,,
12 La Romana,2020,9,,,
13 La Vega,2020,9,,,
14 María Trinidad Sánchez,2020,9,,,
15 Monte Cristi,2020,9,,,
16 Pedernales,2020,9,,,
17 Peravia,2020,9,,,
18 Puerto Plata,2020,9,,,
19 Hermanas Mirabal,2020,9,,,
20 Samaná,2020,9,,,
21 San Cristóbal,2020,9,,,
22 San Juan,2020,9,,,
23 San Pedro de Macorís,2020,9,,,
24 Sánchez Ramírez,2020,9,,,
25 Santiago,2020,9,,,
26 Santiago Rodríguez,2020,9,,,
27 Valverde,2020,9,,,
28 Monseñor Nouel,2020,9,,,
29 Monte Plata,2020,9,,,
30 Hato Mayor,2020,9,,,
31 San José de Ocoa,2020,9,,,
32 Santo Domingo,2020,9,,,
01 Distrito Nacional,2020,10,,,
02 Azua,2020,10,,,
03 Baoruco,2020,10,,,
04 Barahona,2020,10,,,
05 Dajabón,2020,10,,,
